REF_DATE,GEO,Products and product groups,UOM,COORDINATE,VALUE
1999-11-01,Canada,Mortgage interest cost,2002=100,2.85,96.4
1999-11-01,Canada,Transportation,2002=100,2.176,94.7
1999-11-01,Canada,All-items excluding food,2002=100,2.284,93.9
1999-11-01,Canada,All-items excluding food and energy,2002=100,2.285,94.5
1999-11-01,Canada,Energy,2002=100,2.288,89.3
1999-11-01,Canada,Goods,2002=100,2.274,93.9
1999-11-01,Canada,Services,2002=100,2.282,93.2
1999-12-01,Canada,All-items,2002=100,2.2,93.7
1999-12-01,Canada,Food,2002=100,2.3,92.2
1999-12-01,Canada,Mortgage interest cost,2002=100,2.85,96.8
1999-12-01,Canada,Transportation,2002=100,2.176,95.5
1999-12-01,Canada,All-items excluding food,2002=100,2.284,94
1999-12-01,Canada,All-items excluding food and energy,2002=100,2.285,94.4
1999-12-01,Canada,Energy,2002=100,2.288,91.3
1999-12-01,Canada,Goods,2002=100,2.274,94.1
1999-12-01,Canada,Services,2002=100,2.282,93.2
2000-01-01,Canada,All-items,2002=100,2.2,93.5
2000-01-01,Canada,Food,2002=100,2.3,92.1
2000-01-01,Canada,Mortgage interest cost,2002=100,2.85,97.2
2000-01-01,Canada,Transportation,2002=100,2.176,94.7
2000-01-01,Canada,All-items excluding food,2002=100,2.284,93.9
2000-01-01,Canada,All-items excluding food and energy,2002=100,2.285,94.2
2000-01-01,Canada,Energy,2002=100,2.288,91.5
2000-01-01,Canada,Goods,2002=100,2.274,94
2000-01-01,Canada,Services,2002=100,2.282,93.1
2000-02-01,Canada,All-items,2002=100,2.2,94.1
2000-02-01,Canada,Food,2002=100,2.3,91.9
2000-02-01,Canada,Mortgage interest cost,2002=100,2.85,97.7
2000-02-01,Canada,Transportation,2002=100,2.176,95.6
2000-02-01,Canada,All-items excluding food,2002=100,2.284,94.6
2000-02-01,Canada,All-items excluding food and energy,2002=100,2.285,94.6
2000-02-01,Canada,Energy,2002=100,2.288,94.2
2000-02-01,Canada,Goods,2002=100,2.274,94.7
2000-02-01,Canada,Services,2002=100,2.282,93.5
2000-03-01,Canada,All-items,2002=100,2.2,94.8
2000-03-01,Canada,Food,2002=100,2.3,92.3
2000-03-01,Canada,Mortgage interest cost,2002=100,2.85,98.2
2000-03-01,Canada,Transportation,2002=100,2.176,97.5
2000-03-01,Canada,All-items excluding food,2002=100,2.284,95.3
2000-03-01,Canada,All-items excluding food and energy,2002=100,2.285,95
2000-03-01,Canada,Energy,2002=100,2.288,97.9
2000-03-01,Canada,Goods,2002=100,2.274,95.8
2000-03-01,Canada,Services,2002=100,2.282,93.7
2000-04-01,Canada,All-items,2002=100,2.2,94.5
2000-04-01,Canada,Food,2002=100,2.3,92.5
2000-04-01,Canada,Mortgage interest cost,2002=100,2.85,98.7
2000-04-01,Canada,Transportation,2002=100,2.176,96.1
2000-04-01,Canada,All-items excluding food,2002=100,2.284,94.9
2000-04-01,Canada,All-items excluding food and energy,2002=100,2.285,95
2000-04-01,Canada,Energy,2002=100,2.288,94.3
2000-04-01,Canada,Goods,2002=100,2.274,94.9
2000-04-01,Canada,Services,2002=100,2.282,94.1
2000-05-01,Canada,All-items,2002=100,2.2,94.9
2000-05-01,Canada,Food,2002=100,2.3,93.2
2000-05-01,Canada,Mortgage interest cost,2002=100,2.85,99.2
2000-05-01,Canada,Transportation,2002=100,2.176,96.6
2000-05-01,Canada,All-items excluding food,2002=100,2.284,95.3
2000-05-01,Canada,All-items excluding food and energy,2002=100,2.285,95.3
2000-05-01,Canada,Energy,2002=100,2.288,95.4
2000-05-01,Canada,Goods,2002=100,2.274,95.3
2000-05-01,Canada,Services,2002=100,2.282,94.5
2000-06-01,Canada,All-items,2002=100,2.2,95.5
2000-06-01,Canada,Food,2002=100,2.3,93.8
2000-06-01,Canada,Mortgage interest cost,2002=100,2.85,99.8
2000-06-01,Canada,Transportation,2002=100,2.176,98
2000-06-01,Canada,All-items excluding food,2002=100,2.284,95.9
2000-06-01,Canada,All-items excluding food and energy,2002=100,2.285,95.5
2000-06-01,Canada,Energy,2002=100,2.288,99.1
2000-06-01,Canada,Goods,2002=100,2.274,96.2
2000-06-01,Canada,Services,2002=100,2.282,94.9
2000-07-01,Canada,All-items,2002=100,2.2,95.8
2000-07-01,Canada,Food,2002=100,2.3,94.3
2000-07-01,Canada,Mortgage interest cost,2002=100,2.85,100.4
2000-07-01,Canada,Transportation,2002=100,2.176,97.6
2000-07-01,Canada,All-items excluding food,2002=100,2.284,96.2
2000-07-01,Canada,All-items excluding food and energy,2002=100,2.285,95.7
2000-07-01,Canada,Energy,2002=100,2.288,99.9
2000-07-01,Canada,Goods,2002=100,2.274,96.3
2000-07-01,Canada,Services,2002=100,2.282,95.4
2000-08-01,Canada,All-items,2002=100,2.2,95.7
2000-08-01,Canada,Food,2002=100,2.3,94
2000-08-01,Canada,Mortgage interest cost,2002=100,2.85,100.9
2000-08-01,Canada,Transportation,2002=100,2.176,96.7
2000-08-01,Canada,All-items excluding food,2002=100,2.284,96.1
2000-08-01,Canada,All-items excluding food and energy,2002=100,2.285,95.8
2000-08-01,Canada,Energy,2002=100,2.288,98.2
2000-08-01,Canada,Goods,2002=100,2.274,95.9
2000-08-01,Canada,Services,2002=100,2.282,95.5
2000-09-01,Canada,All-items,2002=100,2.2,96.1
2000-09-01,Canada,Food,2002=100,2.3,93.3
2000-09-01,Canada,Mortgage interest cost,2002=100,2.85,101.3
2000-09-01,Canada,Transportation,2002=100,2.176,98.1
2000-09-01,Canada,All-items excluding food,2002=100,2.284,96.7
2000-09-01,Canada,All-items excluding food and energy,2002=100,2.285,96
2000-09-01,Canada,Energy,2002=100,2.288,102.5
2000-09-01,Canada,Goods,2002=100,2.274,96.6
2000-09-01,Canada,Services,2002=100,2.282,95.6
2000-10-01,Canada,All-items,2002=100,2.2,96.3
2000-10-01,Canada,Food,2002=100,2.3,93.1
2000-10-01,Canada,Mortgage interest cost,2002=100,2.85,101.8
2000-10-01,Canada,Transportation,2002=100,2.176,97.8
2000-10-01,Canada,All-items excluding food,2002=100,2.284,97
2000-10-01,Canada,All-items excluding food and energy,2002=100,2.285,96.1
2000-10-01,Canada,Energy,2002=100,2.288,103.8
2000-10-01,Canada,Goods,2002=100,2.274,96.9
2000-10-01,Canada,Services,2002=100,2.282,95.6
2000-11-01,Canada,All-items,2002=100,2.2,96.6
2000-11-01,Canada,Food,2002=100,2.3,93.9
2000-11-01,Canada,Mortgage interest cost,2002=100,2.85,102.2
2000-11-01,Canada,Transportation,2002=100,2.176,99.7
2000-11-01,Canada,All-items excluding food,2002=100,2.284,97.2
2000-11-01,Canada,All-items excluding food and energy,2002=100,2.285,96.2
2000-11-01,Canada,Energy,2002=100,2.288,105.4
2000-11-01,Canada,Goods,2002=100,2.274,97.7
2000-11-01,Canada,Services,2002=100,2.282,95.5
2000-12-01,Canada,All-items,2002=100,2.2,96.7
2000-12-01,Canada,Food,2002=100,2.3,95.1
2000-12-01,Canada,Mortgage interest cost,2002=100,2.85,102.6
2000-12-01,Canada,Transportation,2002=100,2.176,98.5
2000-12-01,Canada,All-items excluding food,2002=100,2.284,97
2000-12-01,Canada,All-items excluding food and energy,2002=100,2.285,96.2
2000-12-01,Canada,Energy,2002=100,2.288,103.7
2000-12-01,Canada,Goods,2002=100,2.274,97.8
2000-12-01,Canada,Services,2002=100,2.282,95.6
2001-01-01,Canada,All-items,2002=100,2.2,96.3
2001-01-01,Canada,Food,2002=100,2.3,95.3
2001-01-01,Canada,Mortgage interest cost,2002=100,2.85,102.9
2001-01-01,Canada,Transportation,2002=100,2.176,97.5
2001-01-01,Canada,All-items excluding food,2002=100,2.284,96.5
2001-01-01,Canada,All-items excluding food and energy,2002=100,2.285,96
2001-01-01,Canada,Energy,2002=100,2.288,101
2001-01-01,Canada,Goods,2002=100,2.274,97
2001-01-01,Canada,Services,2002=100,2.282,95.6
2001-02-01,Canada,All-items,2002=100,2.2,96.8
2001-02-01,Canada,Food,2002=100,2.3,96.1
2001-02-01,Canada,Mortgage interest cost,2002=100,2.85,103.1
2001-02-01,Canada,Transportation,2002=100,2.176,97.8
2001-02-01,Canada,All-items excluding food,2002=100,2.284,96.9
2001-02-01,Canada,All-items excluding food and energy,2002=100,2.285,96.5
2001-02-01,Canada,Energy,2002=100,2.288,100.2
2001-02-01,Canada,Goods,2002=100,2.274,97.4
2001-02-01,Canada,Services,2002=100,2.282,96.1
2001-03-01,Canada,All-items,2002=100,2.2,97.1
2001-03-01,Canada,Food,2002=100,2.3,96.9
2001-03-01,Canada,Mortgage interest cost,2002=100,2.85,103.2
2001-03-01,Canada,Transportation,2002=100,2.176,96.8
2001-03-01,Canada,All-items excluding food,2002=100,2.284,97.2
2001-03-01,Canada,All-items excluding food and energy,2002=100,2.285,96.6
2001-03-01,Canada,Energy,2002=100,2.288,101.5
2001-03-01,Canada,Goods,2002=100,2.274,98.1
2001-03-01,Canada,Services,2002=100,2.282,96.2
2001-04-01,Canada,All-items,2002=100,2.2,97.8
2001-04-01,Canada,Food,2002=100,2.3,97.2
2001-04-01,Canada,Mortgage interest cost,2002=100,2.85,103.2
2001-04-01,Canada,Transportation,2002=100,2.176,98.3
2001-04-01,Canada,All-items excluding food,2002=100,2.284,97.9
2001-04-01,Canada,All-items excluding food and energy,2002=100,2.285,97
2001-04-01,Canada,Energy,2002=100,2.288,105.2
2001-04-01,Canada,Goods,2002=100,2.274,99.1
2001-04-01,Canada,Services,2002=100,2.282,96.5
2001-05-01,Canada,All-items,2002=100,2.2,98.6
2001-05-01,Canada,Food,2002=100,2.3,98
2001-05-01,Canada,Mortgage interest cost,2002=100,2.85,103.2
2001-05-01,Canada,Transportation,2002=100,2.176,99.6
2001-05-01,Canada,All-items excluding food,2002=100,2.284,98.8
2001-05-01,Canada,All-items excluding food and energy,2002=100,2.285,97.3
2001-05-01,Canada,Energy,2002=100,2.288,110.7
2001-05-01,Canada,Goods,2002=100,2.274,100.4
2001-05-01,Canada,Services,2002=100,2.282,96.9
2001-06-01,Canada,All-items,2002=100,2.2,98.7
2001-06-01,Canada,Food,2002=100,2.3,98.2
2001-06-01,Canada,Mortgage interest cost,2002=100,2.85,103.1
2001-06-01,Canada,Transportation,2002=100,2.176,98.9
2001-06-01,Canada,All-items excluding food,2002=100,2.284,98.8
2001-06-01,Canada,All-items excluding food and energy,2002=100,2.285,97.4
2001-06-01,Canada,Energy,2002=100,2.288,109.3
2001-06-01,Canada,Goods,2002=100,2.274,100.1
2001-06-01,Canada,Services,2002=100,2.282,97.3
2001-07-01,Canada,All-items,2002=100,2.2,98.4
2001-07-01,Canada,Food,2002=100,2.3,98.6
2001-07-01,Canada,Mortgage interest cost,2002=100,2.85,103.1
2001-07-01,Canada,Transportation,2002=100,2.176,97
2001-07-01,Canada,All-items excluding food,2002=100,2.284,98.3
2001-07-01,Canada,All-items excluding food and energy,2002=100,2.285,97.8
2001-07-01,Canada,Energy,2002=100,2.288,102.7
2001-07-01,Canada,Goods,2002=100,2.274,98.9
2001-07-01,Canada,Services,2002=100,2.282,97.8
2001-08-01,Canada,All-items,2002=100,2.2,98.4
2001-08-01,Canada,Food,2002=100,2.3,97.9
2001-08-01,Canada,Mortgage interest cost,2002=100,2.85,103.1
2001-08-01,Canada,Transportation,2002=100,2.176,97.3
2001-08-01,Canada,All-items excluding food,2002=100,2.284,98.5
2001-08-01,Canada,All-items excluding food and energy,2002=100,2.285,97.9
2001-08-01,Canada,Energy,2002=100,2.288,102.9
2001-08-01,Canada,Goods,2002=100,2.274,98.8
2001-08-01,Canada,Services,2002=100,2.282,98
2001-09-01,Canada,All-items,2002=100,2.2,98.6
2001-09-01,Canada,Food,2002=100,2.3,97.2
2001-09-01,Canada,Mortgage interest cost,2002=100,2.85,103
2001-09-01,Canada,Transportation,2002=100,2.176,98.9
2001-09-01,Canada,All-items excluding food,2002=100,2.284,98.9
2001-09-01,Canada,All-items excluding food and energy,2002=100,2.285,98.1
2001-09-01,Canada,Energy,2002=100,2.288,105.7
2001-09-01,Canada,Goods,2002=100,2.274,99.2
2001-09-01,Canada,Services,2002=100,2.282,98
2001-10-01,Canada,All-items,2002=100,2.2,98.1
2001-10-01,Canada,Food,2002=100,2.3,97
2001-10-01,Canada,Mortgage interest cost,2002=100,2.85,102.8
2001-10-01,Canada,Transportation,2002=100,2.176,96.9
2001-10-01,Canada,All-items excluding food,2002=100,2.284,98.3
2001-10-01,Canada,All-items excluding food and energy,2002=100,2.285,98
2001-10-01,Canada,Energy,2002=100,2.288,101
2001-10-01,Canada,Goods,2002=100,2.274,98.3
2001-10-01,Canada,Services,2002=100,2.282,97.9
2001-11-01,Canada,All-items,2002=100,2.2,97.2
2001-11-01,Canada,Food,2002=100,2.3,97.5
2001-11-01,Canada,Mortgage interest cost,2002=100,2.85,102.4
2001-11-01,Canada,Transportation,2002=100,2.176,94.4
2001-11-01,Canada,All-items excluding food,2002=100,2.284,97.2
2001-11-01,Canada,All-items excluding food and energy,2002=100,2.285,97.8
2001-11-01,Canada,Energy,2002=100,2.288,92.2
2001-11-01,Canada,Goods,2002=100,2.274,96.8
2001-11-01,Canada,Services,2002=100,2.282,97.6
2001-12-01,Canada,All-items,2002=100,2.2,97.4
2001-12-01,Canada,Food,2002=100,2.3,98.6
2001-12-01,Canada,Mortgage interest cost,2002=100,2.85,101.9
2001-12-01,Canada,Transportation,2002=100,2.176,93.7
2001-12-01,Canada,All-items excluding food,2002=100,2.284,97.1
2001-12-01,Canada,All-items excluding food and energy,2002=100,2.285,97.7
2001-12-01,Canada,Energy,2002=100,2.288,91.9
2001-12-01,Canada,Goods,2002=100,2.274,97
2001-12-01,Canada,Services,2002=100,2.282,97.7
2002-01-01,Canada,All-items,2002=100,2.2,97.6
2002-01-01,Canada,Food,2002=100,2.3,99.7
2002-01-01,Canada,Mortgage interest cost,2002=100,2.85,101.4
2002-01-01,Canada,Transportation,2002=100,2.176,94.4
2002-01-01,Canada,All-items excluding food,2002=100,2.284,97.2
2002-01-01,Canada,All-items excluding food and energy,2002=100,2.285,97.6
2002-01-01,Canada,Energy,2002=100,2.288,94
2002-01-01,Canada,Goods,2002=100,2.274,97.5
2002-01-01,Canada,Services,2002=100,2.282,97.8
2002-02-01,Canada,All-items,2002=100,2.2,98.2
2002-02-01,Canada,Food,2002=100,2.3,100.3
2002-02-01,Canada,Mortgage interest cost,2002=100,2.85,100.9
2002-02-01,Canada,Transportation,2002=100,2.176,94.8
2002-02-01,Canada,All-items excluding food,2002=100,2.284,97.8
2002-02-01,Canada,All-items excluding food and energy,2002=100,2.285,98.2
2002-02-01,Canada,Energy,2002=100,2.288,94.4
2002-02-01,Canada,Goods,2002=100,2.274,98.2
2002-02-01,Canada,Services,2002=100,2.282,98.3
2002-03-01,Canada,All-items,2002=100,2.2,98.9
2002-03-01,Canada,Food,2002=100,2.3,100.1
2002-03-01,Canada,Mortgage interest cost,2002=100,2.85,100.5
2002-03-01,Canada,Transportation,2002=100,2.176,97.1
2002-03-01,Canada,All-items excluding food,2002=100,2.284,98.6
2002-03-01,Canada,All-items excluding food and energy,2002=100,2.285,98.7
2002-03-01,Canada,Energy,2002=100,2.288,98.1
2002-03-01,Canada,Goods,2002=100,2.274,99.2
2002-03-01,Canada,Services,2002=100,2.282,98.6
2002-04-01,Canada,All-items,2002=100,2.2,99.5
2002-04-01,Canada,Food,2002=100,2.3,100.5
2002-04-01,Canada,Mortgage interest cost,2002=100,2.85,100.2
2002-04-01,Canada,Transportation,2002=100,2.176,99.5
2002-04-01,Canada,All-items excluding food,2002=100,2.284,99.2
2002-04-01,Canada,All-items excluding food and energy,2002=100,2.285,99.2
2002-04-01,Canada,Energy,2002=100,2.288,99.9
2002-04-01,Canada,Goods,2002=100,2.274,99.9
2002-04-01,Canada,Services,2002=100,2.282,99
2002-05-01,Canada,All-items,2002=100,2.2,99.7
2002-05-01,Canada,Food,2002=100,2.3,100.1
2002-05-01,Canada,Mortgage interest cost,2002=100,2.85,100.1
2002-05-01,Canada,Transportation,2002=100,2.176,99.7
2002-05-01,Canada,All-items excluding food,2002=100,2.284,99.6
2002-05-01,Canada,All-items excluding food and energy,2002=100,2.285,99.6
2002-05-01,Canada,Energy,2002=100,2.288,99.1
2002-05-01,Canada,Goods,2002=100,2.274,99.6
2002-05-01,Canada,Services,2002=100,2.282,99.7
2002-06-01,Canada,All-items,2002=100,2.2,99.9
2002-06-01,Canada,Food,2002=100,2.3,100.5
2002-06-01,Canada,Mortgage interest cost,2002=100,2.85,99.9
2002-06-01,Canada,Transportation,2002=100,2.176,99.7
2002-06-01,Canada,All-items excluding food,2002=100,2.284,99.8
2002-06-01,Canada,All-items excluding food and energy,2002=100,2.285,100
2002-06-01,Canada,Energy,2002=100,2.288,98
2002-06-01,Canada,Goods,2002=100,2.274,99.9
2002-06-01,Canada,Services,2002=100,2.282,100
2002-07-01,Canada,All-items,2002=100,2.2,100.5
2002-07-01,Canada,Food,2002=100,2.3,100.5
2002-07-01,Canada,Mortgage interest cost,2002=100,2.85,99.8
2002-07-01,Canada,Transportation,2002=100,2.176,100.7
2002-07-01,Canada,All-items excluding food,2002=100,2.284,100.5
2002-07-01,Canada,All-items excluding food and energy,2002=100,2.285,100.6
2002-07-01,Canada,Energy,2002=100,2.288,99.5
2002-07-01,Canada,Goods,2002=100,2.274,100.5
2002-07-01,Canada,Services,2002=100,2.282,100.5
2002-08-01,Canada,All-items,2002=100,2.2,100.9
2002-08-01,Canada,Food,2002=100,2.3,99.9
2002-08-01,Canada,Mortgage interest cost,2002=100,2.85,99.7
2002-08-01,Canada,Transportation,2002=100,2.176,101.9
2002-08-01,Canada,All-items excluding food,2002=100,2.284,101.1
2002-08-01,Canada,All-items excluding food and energy,2002=100,2.285,100.9
2002-08-01,Canada,Energy,2002=100,2.288,102.9
2002-08-01,Canada,Goods,2002=100,2.274,100.9
2002-08-01,Canada,Services,2002=100,2.282,100.9
2002-09-01,Canada,All-items,2002=100,2.2,100.9
2002-09-01,Canada,Food,2002=100,2.3,99
2002-09-01,Canada,Mortgage interest cost,2002=100,2.85,99.5
2002-09-01,Canada,Transportation,2002=100,2.176,101.8
2002-09-01,Canada,All-items excluding food,2002=100,2.284,101.3
2002-09-01,Canada,All-items excluding food and energy,2002=100,2.285,101
2002-09-01,Canada,Energy,2002=100,2.288,103.9
2002-09-01,Canada,Goods,2002=100,2.274,100.9
2002-09-01,Canada,Services,2002=100,2.282,100.9
2002-10-01,Canada,All-items,2002=100,2.2,101.2
2002-10-01,Canada,Food,2002=100,2.3,98.5
2002-10-01,Canada,Mortgage interest cost,2002=100,2.85,99.3
2002-10-01,Canada,Transportation,2002=100,2.176,102.6
2002-10-01,Canada,All-items excluding food,2002=100,2.284,101.8
2002-10-01,Canada,All-items excluding food and energy,2002=100,2.285,101.2
2002-10-01,Canada,Energy,2002=100,2.288,106.8
2002-10-01,Canada,Goods,2002=100,2.274,101.4
2002-10-01,Canada,Services,2002=100,2.282,101.1
2002-11-01,Canada,All-items,2002=100,2.2,101.5
2002-11-01,Canada,Food,2002=100,2.3,100.1
2002-11-01,Canada,Mortgage interest cost,2002=100,2.85,99.3
2002-11-01,Canada,Transportation,2002=100,2.176,103.6
2002-11-01,Canada,All-items excluding food,2002=100,2.284,101.8
2002-11-01,Canada,All-items excluding food and energy,2002=100,2.285,101.4
2002-11-01,Canada,Energy,2002=100,2.288,105.1
2002-11-01,Canada,Goods,2002=100,2.274,101.7
2002-11-01,Canada,Services,2002=100,2.282,101.3
2002-12-01,Canada,All-items,2002=100,2.2,101.1
2002-12-01,Canada,Food,2002=100,2.3,100.8
2002-12-01,Canada,Mortgage interest cost,2002=100,2.85,99.3
2002-12-01,Canada,Transportation,2002=100,2.176,104.2
2002-12-01,Canada,All-items excluding food,2002=100,2.284,101.2
2002-12-01,Canada,All-items excluding food and energy,2002=100,2.285,101.5
2002-12-01,Canada,Energy,2002=100,2.288,98.4
2002-12-01,Canada,Goods,2002=100,2.274,100.3
2002-12-01,Canada,Services,2002=100,2.282,101.9
2003-01-01,Canada,All-items,2002=100,2.2,102
2003-01-01,Canada,Food,2002=100,2.3,101.6
2003-01-01,Canada,Mortgage interest cost,2002=100,2.85,99.4
2003-01-01,Canada,Transportation,2002=100,2.176,105.5
2003-01-01,Canada,All-items excluding food,2002=100,2.284,102
2003-01-01,Canada,All-items excluding food and energy,2002=100,2.285,101.5
2003-01-01,Canada,Energy,2002=100,2.288,108.3
2003-01-01,Canada,Goods,2002=100,2.274,101.9
2003-01-01,Canada,Services,2002=100,2.282,102.1
2003-02-01,Canada,All-items,2002=100,2.2,102.8
2003-02-01,Canada,Food,2002=100,2.3,101.5
2003-02-01,Canada,Mortgage interest cost,2002=100,2.85,99.6
2003-02-01,Canada,Transportation,2002=100,2.176,107.1
2003-02-01,Canada,All-items excluding food,2002=100,2.284,103
2003-02-01,Canada,All-items excluding food and energy,2002=100,2.285,102.1
2003-02-01,Canada,Energy,2002=100,2.288,113
2003-02-01,Canada,Goods,2002=100,2.274,103
2003-02-01,Canada,Services,2002=100,2.282,102.6
2003-03-01,Canada,All-items,2002=100,2.2,103.1
2003-03-01,Canada,Food,2002=100,2.3,101.7
2003-03-01,Canada,Mortgage interest cost,2002=100,2.85,99.9
2003-03-01,Canada,Transportation,2002=100,2.176,107.6
2003-03-01,Canada,All-items excluding food,2002=100,2.284,103.4
2003-03-01,Canada,All-items excluding food and energy,2002=100,2.285,102.3
2003-03-01,Canada,Energy,2002=100,2.288,115.3
2003-03-01,Canada,Goods,2002=100,2.274,103.6
2003-03-01,Canada,Services,2002=100,2.282,102.7
2003-04-01,Canada,All-items,2002=100,2.2,102.4
2003-04-01,Canada,Food,2002=100,2.3,101.8
2003-04-01,Canada,Mortgage interest cost,2002=100,2.85,100
2003-04-01,Canada,Transportation,2002=100,2.176,105.4
2003-04-01,Canada,All-items excluding food,2002=100,2.284,102.5
2003-04-01,Canada,All-items excluding food and energy,2002=100,2.285,102.3
2003-04-01,Canada,Energy,2002=100,2.288,106
2003-04-01,Canada,Goods,2002=100,2.274,101.9
2003-04-01,Canada,Services,2002=100,2.282,102.9
2003-05-01,Canada,All-items,2002=100,2.2,102.5
2003-05-01,Canada,Food,2002=100,2.3,102.1
2003-05-01,Canada,Mortgage interest cost,2002=100,2.85,100.2
2003-05-01,Canada,Transportation,2002=100,2.176,104
2003-05-01,Canada,All-items excluding food,2002=100,2.284,102.6
2003-05-01,Canada,All-items excluding food and energy,2002=100,2.285,102.5
2003-05-01,Canada,Energy,2002=100,2.288,103.7
2003-05-01,Canada,Goods,2002=100,2.274,101.8
2003-05-01,Canada,Services,2002=100,2.282,103.2
